id,date,title,upv,pv,ply,toc,atoc,cply,cpv,cupv
100047357,2017-02-18,Shin - Cậu Bé Bút Chì (Phần 1) (104 Tập),17504,23636,77167,25524:20:13,00:19:48,1478174,440779,334676
100047357,2017-02-19,Shin - Cậu Bé Bút Chì (Phần 1) (104 Tập),16096,21749,69757,22968:16:30,00:19:48,1547931,462528,350772
100047357,2017-02-20,Shin - Cậu Bé Bút Chì (Phần 1) (104 Tập),11392,14969,46388,15153:54:18,00:19:48,1594319,477497,362164
100047357,2017-02-21,Shin - Cậu Bé Bút Chì (Phần 1) (104 Tập),11245,14543,45787,15214:28:16,00:19:48,1640106,492040,373409
100047357,2017-02-22,Shin - Cậu Bé Bút Chì (Phần 1) (104 Tập),11490,14793,46573,15518:47:28,00:19:48,1686679,506833,384899
100047357,2017-02-23,Shin - Cậu Bé Bút Chì (Phần 1) (104 Tập),11152,14452,45743,15063:13:45,00:19:48,1732422,521285,396051
100048572,2017-01-25,Đôrêmon (Phần 3) (100 Tập),9814,13506,47463,15864:04:58,00:19:48,47463,13506,9814
100048572,2017-01-26,Đôrêmon (Phần 3) (100 Tập),8008,10957,39259,13095:38:35,00:19:48,86722,24463,17822
100048572,2017-01-27,Đôrêmon (Phần 3) (100 Tập),7380,10170,34000,11125:08:46,00:19:48,120722,34633,25202
100048572,2017-01-28,Đôrêmon (Phần 3) (100 Tập),5217,7020,22097,7231:43:28,00:19:48,142819,41653,30419
100048572,2017-01-29,Đôrêmon (Phần 3) (100 Tập),4926,6618,22073,7201:45:24,00:19:48,164892,48271,35345
100048572,2017-01-30,Đôrêmon (Phần 3) (100 Tập),5082,6802,23266,7651:52:17,00:19:48,188158,55073,40427
100048572,2017-01-31,Đôrêmon (Phần 3) (100 Tập),4207,5695,21327,7138:38:11,00:19:48,209485,60768,44634
100048572,2017-02-01,Đôrêmon (Phần 3) (100 Tập),4611,6323,22985,7643:19:57,00:19:48,232470,67091,49245
100048572,2017-02-02,Đôrêmon (Phần 3) (100 Tập),4355,6144,21227,7074:04:08,00:19:48,253697,73235,53600
100048572,2017-02-03,Đôrêmon (Phần 3) (100 Tập),4452,6162,21769,7268:23:14,00:19:48,275466,79397,58052
100048572,2017-02-04,Đôrêmon (Phần 3) (100 Tập),5273,7415,26107,8697:15:54,00:19:48,301573,86812,63325
100048572,2017-02-05,Đôrêmon (Phần 3) (100 Tập),5155,7228,24757,8144:28:11,00:19:48,326330,94040,68480
100048572,2017-02-07,Đôrêmon (Phần 3) (100 Tập),3681,4987,16826,5583:17:44,00:19:48,343156,99027,72161
100048572,2017-02-08,Đôrêmon (Phần 3) (100 Tập),3935,5292,17408,5781:34:35,00:19:48,360564,104319,76096
100048572,2017-02-09,Đôrêmon (Phần 3) (100 Tập),3784,5080,16844,5630:17:49,00:19:48,377408,109399,79880
100048572,2017-02-10,Đôrêmon (Phần 3) (100 Tập),3995,5422,18187,6052:56:58,00:19:48,395595,114821,83875
100048572,2017-02-11,Đôrêmon (Phần 3) (100 Tập),5499,7945,26356,8755:56:03,00:19:48,421951,122766,89374
100048572,2017-02-12,Đôrêmon (Phần 3) (100 Tập),5479,7757,25548,8332:29:18,00:19:48,447499,130523,94853
100048572,2017-02-13,Đôrêmon (Phần 3) (100 Tập),4817,6400,20978,6907:40:46,00:19:48,468477,136923,99670
100048572,2017-02-14,Đôrêmon (Phần 3) (100 Tập),4887,6481,22248,7440:21:14,00:19:48,490725,143404,104557
100048572,2017-02-15,Đôrêmon (Phần 3) (100 Tập),5294,7003,23687,7863:50:37,00:19:48,514412,150407,109851
100048572,2017-02-16,Đôrêmon (Phần 3) (100 Tập),5320,7017,22985,7644:01:57,00:19:48,537397,157424,115171
100048572,2017-02-17,Đôrêmon (Phần 3) (100 Tập),5764,7788,24978,8256:41:59,00:19:48,562375,165212,120935
100048572,2017-02-18,Đôrêmon (Phần 3) (100 Tập),8448,11627,38383,12734:33:22,00:19:48,600758,176839,129383
100048572,2017-02-19,Đôrêmon (Phần 3) (100 Tập),9557,13286,42615,14098:53:57,00:19:48,643373,190125,138940
100048572,2017-02-20,Đôrêmon (Phần 3) (100 Tập),6228,8370,27805,9184:05:44,00:19:48,671178,198495,145168
100048572,2017-02-21,Đôrêmon (Phần 3) (100 Tập),6365,8440,27943,9383:52:14,00:20:24,699121,206935,151533
100048572,2017-02-22,Đôrêmon (Phần 3) (100 Tập),6993,9394,29526,9793:33:34,00:19:48,728647,216329,158526
100048572,2017-02-23,Đôrêmon (Phần 3) (100 Tập),6408,8545,28259,9415:56:13,00:19:48,756906,224874,164934
100048766,2017-01-25,Doraemon Và Những Người Bạn (300 Tập),6721,9631,53937,10513:26:08,00:11:24,53937,9631,6721
100048766,2017-01-26,Doraemon Và Những Người Bạn (300 Tập),5024,7069,40913,7970:37:42,00:11:24,94850,16700,11745
100048766,2017-01-27,Doraemon Và Những Người Bạn (300 Tập),4845,6994,35911,6884:44:58,00:11:24,130761,23694,16590
100048766,2017-01-30,Doraemon Và Những Người Bạn (300 Tập),3755,5186,29820,5795:36:18,00:11:24,160581,28880,20345
100048766,2017-01-31,Doraemon Và Những Người Bạn (300 Tập),4443,6130,36477,7082:33:40,00:11:24,197058,35010,24788
100048766,2017-02-01,Doraemon Và Những Người Bạn (300 Tập),5708,8040,48123,9385:46:17,00:12:00,245181,43050,30496
100048766,2017-02-02,Doraemon Và Những Người Bạn (300 Tập),5667,7832,48042,9416:31:14,00:12:00,293223,50882,36163
100048766,2017-02-03,Doraemon Và Những Người Bạn (300 Tập),6158,8643,51760,10137:50:04,00:12:00,344983,59525,42321
100048766,2017-02-04,Doraemon Và Những Người Bạn (300 Tập),7725,10930,64475,12562:52:12,00:11:24,409458,70455,50046
100048766,2017-02-05,Doraemon Và Những Người Bạn (300 Tập),7755,10925,63494,12389:41:32,00:12:00,472952,81380,57801
100048766,2017-02-06,Doraemon Và Những Người Bạn (300 Tập),5896,7908,46628,9207:07:54,00:12:00,519580,89288,63697
100048766,2017-02-07,Doraemon Và Những Người Bạn (300 Tập),5854,7776,46965,9303:15:39,00:12:00,566545,97064,69551
100048766,2017-02-08,Doraemon Và Những Người Bạn (300 Tập),5818,7801,46387,9225:06:16,00:12:00,612932,104865,75369
100048766,2017-02-09,Doraemon Và Những Người Bạn (300 Tập),5954,7959,47413,9453:47:05,00:12:00,660345,112824,81323
100048766,2017-02-10,Doraemon Và Những Người Bạn (300 Tập),6155,8307,50018,9993:47:48,00:12:00,710363,121131,87478
100048766,2017-02-11,Doraemon Và Những Người Bạn (300 Tập),8160,11593,65881,12965:06:19,00:12:00,776244,132724,95638
100048766,2017-02-12,Doraemon Và Những Người Bạn (300 Tập),8148,11417,66954,13109:41:59,00:12:00,843198,144141,103786
100048766,2017-02-13,Doraemon Và Những Người Bạn (300 Tập),5425,7303,42037,8285:39:33,00:12:00,885235,151444,109211
100048766,2017-02-14,Doraemon Và Những Người Bạn (300 Tập),5270,6964,42057,8355:39:56,00:12:00,927292,158408,114481
100048766,2017-02-15,Doraemon Và Những Người Bạn (300 Tập),5186,6911,40436,8051:53:53,00:12:00,967728,165319,119667
100048766,2017-02-16,Doraemon Và Những Người Bạn (300 Tập),4981,6685,38513,7665:23:30,00:12:00,1006241,172004,124648
100048766,2017-02-17,Doraemon Và Những Người Bạn (300 Tập),5783,7982,43582,8536:54:47,00:12:00,1049823,179986,130431
100048766,2017-02-18,Doraemon Và Những Người Bạn (300 Tập),6862,9558,56130,10964:53:05,00:12:00,1105953,189544,137293
100048766,2017-02-19,Doraemon Và Những Người Bạn (300 Tập),7386,10350,56465,10977:26:07,00:11:24,1162418,199894,144679
100048766,2017-02-20,Doraemon Và Những Người Bạn (300 Tập),4935,6719,36306,7151:57:50,00:12:00,1198724,206613,149614
100048766,2017-02-21,Doraemon Và Những Người Bạn (300 Tập),4799,6561,34544,6744:17:43,00:12:00,1233268,213174,154413
100048766,2017-02-22,Doraemon Và Những Người Bạn (300 Tập),4790,6473,34848,6784:59:39,00:11:24,1268116,219647,159203
100048766,2017-02-23,Doraemon Và Những Người Bạn (300 Tập),4860,6685,35357,6971:16:14,00:12:00,1303473,226332,164063
100048994,2017-01-25,Bảy Viên Ngọc Rồng Siêu Cấp (99 Tập) (Dragon Ball Super),6997,13037,19241,5736:33:20,00:18:00,19241,13037,6997
100048994,2017-01-26,Bảy Viên Ngọc Rồng Siêu Cấp (99 Tập) (Dragon Ball Super),5833,11248,16947,5037:07:08,00:18:00,36188,24285,12830
100048994,2017-01-27,Bảy Viên Ngọc Rồng Siêu Cấp (99 Tập) (Dragon Ball Super),4724,11072,14396,4177:58:39,00:17:24,50584,35357,17554
100048994,2017-01-31,Bảy Viên Ngọc Rồng Siêu Cấp (99 Tập) (Dragon Ball Super),3512,10591,13204,3865:13:07,00:17:24,63788,45948,21066
100048994,2017-02-07,Bảy Viên Ngọc Rồng Siêu Cấp (99 Tập) (Dragon Ball Super),4993,8534,14101,4282:46:10,00:18:00,77889,54482,26059
100048994,2017-02-08,Bảy Viên Ngọc Rồng Siêu Cấp (99 Tập) (Dragon Ball Super),5087,8821,14360,4401:04:20,00:18:36,92249,63303,31146
100048994,2017-02-09,Bảy Viên Ngọc Rồng Siêu Cấp (99 Tập) (Dragon Ball Super),4300,8603,12592,3773:20:00,00:18:00,104841,71906,35446
100048994,2017-02-10,Bảy Viên Ngọc Rồng Siêu Cấp (99 Tập) (Dragon Ball Super),3810,8878,12029,3561:39:37,00:18:00,116870,80784,39256
100048994,2017-02-11,Bảy Viên Ngọc Rồng Siêu Cấp (99 Tập) (Dragon Ball Super),4569,11423,15481,4557:10:36,00:17:24,132351,92207,43825
100048994,2017-02-16,Bảy Viên Ngọc Rồng Siêu Cấp (99 Tập) (Dragon Ball Super),6225,10127,14255,4322:20:36,00:18:00,146606,102334,50050
100048994,2017-02-17,Bảy Viên Ngọc Rồng Siêu Cấp (99 Tập) (Dragon Ball Super),5198,10841,13426,3949:44:27,00:17:24,160032,113175,55248
100048994,2017-02-18,Bảy Viên Ngọc Rồng Siêu Cấp (99 Tập) (Dragon Ball Super),5501,13507,16803,4903:08:10,00:17:24,176835,126682,60749
100048994,2017-02-19,Bảy Viên Ngọc Rồng Siêu Cấp (99 Tập) (Dragon Ball Super),4952,14104,16298,4746:55:30,00:17:24,193133,140786,65701
100048994,2017-02-21,Bảy Viên Ngọc Rồng Siêu Cấp (99 Tập) (Dragon Ball Super),5712,11413,13998,4229:57:50,00:18:00,207131,152199,71413
100048994,2017-02-22,Bảy Viên Ngọc Rồng Siêu Cấp (99 Tập) (Dragon Ball Super),5924,11017,14280,4318:58:01,00:18:00,221411,163216,77337
100048994,2017-02-23,Bảy Viên Ngọc Rồng Siêu Cấp (99 Tập) (Dragon Ball Super),4928,12081,13696,4089:47:07,00:18:00,235107,175297,82265
100049080,2017-02-19,Cậu Bé Clarence (Phần 1) (20 Tập),25079,34116,163981,24655:20:50,00:09:00,163981,34116,25079
100049080,2017-02-20,Cậu Bé Clarence (Phần 1) (20 Tập),17192,22635,101558,15262:40:14,00:09:00,265539,56751,42271
100049080,2017-02-21,Cậu Bé Clarence (Phần 1) (20 Tập),14396,18840,80704,11958:59:44,00:09:00,346243,75591,56667
100049080,2017-02-22,Cậu Bé Clarence (Phần 1) (20 Tập),14147,18347,77363,11538:20:58,00:09:00,423606,93938,70814
100049080,2017-02-23,Cậu Bé Clarence (Phần 1) (20 Tập),12276,15843,68551,10161:33:56,00:09:00,492157,109781,83090
100050661,2017-02-08,Tuyển Tập Bài Hát Về Hình Dạng (13 Tập),8456,11487,55188,1621:25:23,00:01:48,55188,11487,8456
100050661,2017-02-09,Tuyển Tập Bài Hát Về Hình Dạng (13 Tập),6037,8293,41797,1237:35:55,00:01:48,96985,19780,14493
100050661,2017-02-10,Tuyển Tập Bài Hát Về Hình Dạng (13 Tập),5223,7169,36392,1077:33:36,00:01:48,133377,26949,19716
100050661,2017-02-11,Tuyển Tập Bài Hát Về Hình Dạng (13 Tập),6512,9015,43302,1270:13:26,00:01:48,176679,35964,26228
100050661,2017-02-12,Tuyển Tập Bài Hát Về Hình Dạng (13 Tập),5759,8010,41918,1241:29:44,00:01:48,218597,43974,31987
100050799,2017-01-25,Chú Mèo Oggy Và Những Chú Gián (Phần 1) (78 Tập),9300,15353,70807,8556:17:50,00:07:12,70807,15353,9300
100050799,2017-01-26,Chú Mèo Oggy Và Những Chú Gián (Phần 1) (78 Tập),6732,10474,47807,5741:10:00,00:07:12,118614,25827,16032
100050799,2017-01-27,Chú Mèo Oggy Và Những Chú Gián (Phần 1) (78 Tập),5833,9442,37115,4413:09:57,00:07:12,155729,35269,21865
100050799,2017-01-28,Chú Mèo Oggy Và Những Chú Gián (Phần 1) (78 Tập),4138,6428,28044,3366:30:50,00:07:12,183773,41697,26003
100050799,2017-01-29,Chú Mèo Oggy Và Những Chú Gián (Phần 1) (78 Tập),4070,6280,27746,3315:58:58,00:07:12,211519,47977,30073
100050799,2017-01-30,Chú Mèo Oggy Và Những Chú Gián (Phần 1) (78 Tập),3691,5840,26611,3192:09:05,00:07:12,238130,53817,33764
100050799,2017-01-31,Chú Mèo Oggy Và Những Chú Gián (Phần 1) (78 Tập),3724,5757,26502,3179:51:25,00:07:12,264632,59574,37488
100051970,2017-01-25,"Cẩm Ly, Hoài Linh, Quốc Đại - Chúc Tết Đầu Xuân",12861,17381,72670,5004:30:01,00:04:12,72670,17381,12861
100051970,2017-01-26,"Cẩm Ly, Hoài Linh, Quốc Đại - Chúc Tết Đầu Xuân",6188,8119,33598,2318:16:40,00:04:12,106268,25500,19049
100051970,2017-01-27,"Cẩm Ly, Hoài Linh, Quốc Đại - Chúc Tết Đầu Xuân",5465,7015,29836,2078:53:49,00:04:12,136104,32515,24514
100051970,2017-01-28,"Cẩm Ly, Hoài Linh, Quốc Đại - Chúc Tết Đầu Xuân",6205,7682,32725,2261:55:01,00:04:12,168829,40197,30719
100052235,2017-01-27,Đàm Vĩnh Hưng - Xuân Yêu Thương,17032,24316,98919,5571:13:55,00:03:36,98919,24316,17032
100052235,2017-01-28,Đàm Vĩnh Hưng - Xuân Yêu Thương,13213,16899,75050,4239:04:41,00:03:36,173969,41215,30245
100052311,2017-01-25,Đồng Hồ Yêu Quái (26 Tập),4492,6791,17047,4889:01:13,00:17:24,17047,6791,4492
100052311,2017-01-26,Đồng Hồ Yêu Quái (26 Tập),4273,5968,18912,5654:53:33,00:18:00,35959,12759,8765
100052311,2017-01-27,Đồng Hồ Yêu Quái (26 Tập),4300,5957,18511,5509:15:28,00:18:00,54470,18716,13065
100052311,2017-01-28,Đồng Hồ Yêu Quái (26 Tập),6409,9322,23377,6784:37:23,00:17:24,77847,28038,19474
100052311,2017-01-29,Đồng Hồ Yêu Quái (26 Tập),6311,8753,26877,8106:40:27,00:18:00,104724,36791,25785
100052311,2017-01-30,Đồng Hồ Yêu Quái (26 Tập),5765,7918,25865,7789:40:31,00:18:00,130589,44709,31550
100052311,2017-01-31,Đồng Hồ Yêu Quái (26 Tập),4067,5584,18263,5518:57:54,00:18:00,148852,50293,35617
100052311,2017-02-01,Đồng Hồ Yêu Quái (26 Tập),3945,5683,17733,5428:02:51,00:18:36,166585,55976,39562
100052311,2017-02-04,Đồng Hồ Yêu Quái (26 Tập),3810,5358,16837,5132:03:49,00:18:00,183422,61334,43372
100052756,2017-01-30,Nhạc Trữ Tình Đón Xuân - Vol.2,8911,11864,74421,5011:06:40,00:04:12,74421,11864,8911
100052756,2017-01-31,Nhạc Trữ Tình Đón Xuân - Vol.2,7680,10358,64027,4355:00:47,00:04:12,138448,22222,16591
100052756,2017-02-01,Nhạc Trữ Tình Đón Xuân - Vol.2,5680,7967,44719,3002:20:07,00:04:12,183167,30189,22271
100052756,2017-02-02,Nhạc Trữ Tình Đón Xuân - Vol.2,4341,6227,33113,2224:59:50,00:04:12,216280,36416,26612
100052756,2017-02-03,Nhạc Trữ Tình Đón Xuân - Vol.2,4038,5958,29618,1964:37:48,00:04:12,245898,42374,30650
100053364,2017-01-25,Những Chuyến Phiêu Lưu Của Mèo Máy Doraemon (36 Tập),8756,14018,19110,16325:10:18,00:51:00,19110,14018,8756
100053364,2017-01-26,Những Chuyến Phiêu Lưu Của Mèo Máy Doraemon (36 Tập),23606,39830,50973,44942:25:07,00:52:48,70083,53848,32362
100053364,2017-01-27,Những Chuyến Phiêu Lưu Của Mèo Máy Doraemon (36 Tập),26209,43013,60062,57071:29:34,00:57:00,130145,96861,58571
100053364,2017-01-28,Những Chuyến Phiêu Lưu Của Mèo Máy Doraemon (36 Tập),15349,22182,33714,33029:32:50,00:58:48,163859,119043,73920
100053364,2017-01-29,Những Chuyến Phiêu Lưu Của Mèo Máy Doraemon (36 Tập),13934,19846,32521,32185:00:20,00:59:24,196380,138889,87854
100053364,2017-01-30,Những Chuyến Phiêu Lưu Của Mèo Máy Doraemon (36 Tập),10814,15128,26740,27799:20:28,01:02:24,223120,154017,98668
100053364,2017-01-31,Những Chuyến Phiêu Lưu Của Mèo Máy Doraemon (36 Tập),9991,14049,24314,24837:00:59,01:01:12,247434,168066,108659
100053364,2017-02-01,Những Chuyến Phiêu Lưu Của Mèo Máy Doraemon (36 Tập),10315,14694,25439,25533:53:35,01:00:00,272873,182760,118974
100053364,2017-02-02,Những Chuyến Phiêu Lưu Của Mèo Máy Doraemon (36 Tập),9664,13754,23721,24119:27:00,01:01:12,296594,196514,128638
100053364,2017-02-03,Những Chuyến Phiêu Lưu Của Mèo Máy Doraemon (36 Tập),9928,14216,24266,24485:39:20,01:00:36,320860,210730,138566
100053364,2017-02-04,Những Chuyến Phiêu Lưu Của Mèo Máy Doraemon (36 Tập),10510,15316,26304,26373:06:36,01:00:00,347164,226046,149076
100053364,2017-02-05,Những Chuyến Phiêu Lưu Của Mèo Máy Doraemon (36 Tập),9463,13648,23635,23794:36:32,01:00:36,370799,239694,158539
100053364,2017-02-06,Những Chuyến Phiêu Lưu Của Mèo Máy Doraemon (36 Tập),5931,7992,13911,14512:20:52,01:02:24,384710,247686,164470
100053364,2017-02-07,Những Chuyến Phiêu Lưu Của Mèo Máy Doraemon (36 Tập),5574,7512,13007,13183:59:54,01:00:36,397717,255198,170044
100053364,2017-02-08,Những Chuyến Phiêu Lưu Của Mèo Máy Doraemon (36 Tập),5596,7591,13032,13582:14:08,01:02:24,410749,262789,175640
100053364,2017-02-09,Những Chuyến Phiêu Lưu Của Mèo Máy Doraemon (36 Tập),5411,7455,12308,12688:26:14,01:01:48,423057,270244,181051
100053364,2017-02-10,Những Chuyến Phiêu Lưu Của Mèo Máy Doraemon (36 Tập),5640,7862,13480,13798:04:37,01:01:12,436537,278106,186691
100053364,2017-02-11,Những Chuyến Phiêu Lưu Của Mèo Máy Doraemon (36 Tập),7635,10918,18890,19249:23:20,01:01:12,455427,289024,194326
100053364,2017-02-12,Những Chuyến Phiêu Lưu Của Mèo Máy Doraemon (36 Tập),7969,11524,19878,19486:35:19,00:58:48,475305,300548,202295
100053364,2017-02-13,Những Chuyến Phiêu Lưu Của Mèo Máy Doraemon (36 Tập),5136,7035,11602,11773:09:38,01:00:36,486907,307583,207431
100053364,2017-02-14,Những Chuyến Phiêu Lưu Của Mèo Máy Doraemon (36 Tập),4883,6624,10998,11312:10:59,01:01:48,497905,314207,212314
100053364,2017-02-15,Những Chuyến Phiêu Lưu Của Mèo Máy Doraemon (36 Tập),4482,6204,10355,10648:37:36,01:01:48,508260,320411,216796
100053364,2017-02-16,Những Chuyến Phiêu Lưu Của Mèo Máy Doraemon (36 Tập),4446,6153,9952,9952:32:05,01:00:00,518212,326564,221242
100053364,2017-02-17,Những Chuyến Phiêu Lưu Của Mèo Máy Doraemon (36 Tập),4782,6658,10960,11070:43:50,01:00:36,529172,333222,226024
100053364,2017-02-18,Những Chuyến Phiêu Lưu Của Mèo Máy Doraemon (36 Tập),6969,10074,16706,16091:04:27,00:57:36,545878,343296,232993
100054235,2017-01-25,Doraemon Và Những Người Bạn (Phần 2) (300 Tập),9046,13216,50832,16032:59:29,00:19:12,50832,13216,9046
100054235,2017-01-26,Doraemon Và Những Người Bạn (Phần 2) (300 Tập),8099,11816,43623,13716:56:32,00:18:36,94455,25032,17145
100054235,2017-01-27,Doraemon Và Những Người Bạn (Phần 2) (300 Tập),8014,11870,40392,12394:54:49,00:18:36,134847,36902,25159
100054235,2017-01-28,Doraemon Và Những Người Bạn (Phần 2) (300 Tập),5527,7734,26393,8216:25:44,00:18:36,161240,44636,30686
100054235,2017-01-29,Doraemon Và Những Người Bạn (Phần 2) (300 Tập),5579,8260,28546,8985:50:32,00:18:36,189786,52896,36265
100054235,2017-01-30,Doraemon Và Những Người Bạn (Phần 2) (300 Tập),5923,8526,30960,9791:08:44,00:19:12,220746,61422,42188
100054235,2017-01-31,Doraemon Và Những Người Bạn (Phần 2) (300 Tập),6892,9873,38451,12240:11:35,00:19:12,259197,71295,49080
100054235,2017-02-01,Doraemon Và Những Người Bạn (Phần 2) (300 Tập),7470,10705,43084,13759:49:11,00:19:12,302281,82000,56550
100054235,2017-02-02,Doraemon Và Những Người Bạn (Phần 2) (300 Tập),7718,11155,44328,14100:37:17,00:19:12,346609,93155,64268
100054235,2017-02-03,Doraemon Và Những Người Bạn (Phần 2) (300 Tập),8197,11801,47198,15059:10:11,00:19:12,393807,104956,72465
100054235,2017-02-04,Doraemon Và Những Người Bạn (Phần 2) (300 Tập),9761,14153,56547,17911:41:40,00:19:12,450354,119109,82226
100054235,2017-02-05,Doraemon Và Những Người Bạn (Phần 2) (300 Tập),9638,13900,54776,17308:24:08,00:19:12,505130,133009,91864
100054235,2017-02-06,Doraemon Và Những Người Bạn (Phần 2) (300 Tập),7489,10238,39908,12841:55:45,00:19:12,545038,143247,99353
100054235,2017-02-07,Doraemon Và Những Người Bạn (Phần 2) (300 Tập),7171,9804,37332,11931:51:18,00:19:12,582370,153051,106524
100054235,2017-02-08,Doraemon Và Những Người Bạn (Phần 2) (300 Tập),7245,9799,38297,12233:22:37,00:19:12,620667,162850,113769
100054235,2017-02-09,Doraemon Và Những Người Bạn (Phần 2) (300 Tập),7192,9805,37455,11959:28:58,00:19:12,658122,172655,120961
100054235,2017-02-10,Doraemon Và Những Người Bạn (Phần 2) (300 Tập),7711,10576,41595,13345:40:49,00:19:12,699717,183231,128672
100054235,2017-02-11,Doraemon Và Những Người Bạn (Phần 2) (300 Tập),10281,14783,58201,18546:51:51,00:19:12,757918,198014,138953
100054235,2017-02-12,Doraemon Và Những Người Bạn (Phần 2) (300 Tập),10136,14337,56504,18092:27:46,00:19:12,814422,212351,149089
100054235,2017-02-13,Doraemon Và Những Người Bạn (Phần 2) (300 Tập),7142,9693,36189,11484:54:45,00:19:12,850611,222044,156231
100054235,2017-02-14,Doraemon Và Những Người Bạn (Phần 2) (300 Tập),6969,9474,34817,11040:31:43,00:19:12,885428,231518,163200
100054235,2017-02-15,Doraemon Và Những Người Bạn (Phần 2) (300 Tập),6767,9325,34022,10839:09:13,00:19:12,919450,240843,169967
100054235,2017-02-16,Doraemon Và Những Người Bạn (Phần 2) (300 Tập),7049,9749,35023,11084:56:14,00:19:12,954473,250592,177016
100054235,2017-02-17,Doraemon Và Những Người Bạn (Phần 2) (300 Tập),7838,10919,38377,12103:28:47,00:19:12,992850,261511,184854
100054235,2017-02-18,Doraemon Và Những Người Bạn (Phần 2) (300 Tập),9949,14236,54195,17125:09:17,00:19:12,1047045,275747,194803
100054235,2017-02-19,Doraemon Và Những Người Bạn (Phần 2) (300 Tập),9521,13567,51605,16239:26:19,00:18:36,1098650,289314,204324
100054235,2017-02-20,Doraemon Và Những Người Bạn (Phần 2) (300 Tập),7327,10096,35772,11201:02:02,00:18:36,1134422,299410,211651
100054235,2017-02-21,Doraemon Và Những Người Bạn (Phần 2) (300 Tập),7584,10516,36869,11623:51:07,00:19:12,1171291,309926,219235
100054235,2017-02-22,Doraemon Và Những Người Bạn (Phần 2) (300 Tập),7752,10684,38252,12126:50:52,00:19:12,1209543,320610,226987
100054235,2017-02-23,Doraemon Và Những Người Bạn (Phần 2) (300 Tập),7469,10316,37356,11798:43:22,00:19:12,1246899,330926,234456
100054732,2017-02-02,Khám Phá Đồ Chơi Anpanman (Phần 1) (25 Tập),8832,14791,125990,4624:52:53,00:02:24,125990,14791,8832
100054732,2017-02-03,Khám Phá Đồ Chơi Anpanman (Phần 1) (25 Tập),10153,19468,132329,4836:13:51,00:02:24,258319,34259,18985
100054732,2017-02-04,Khám Phá Đồ Chơi Anpanman (Phần 1) (25 Tập),9762,19653,120094,4380:12:59,00:02:24,378413,53912,28747
100054732,2017-02-05,Khám Phá Đồ Chơi Anpanman (Phần 1) (25 Tập),8347,16860,98368,3570:49:28,00:02:24,476781,70772,37094
100054732,2017-02-06,Khám Phá Đồ Chơi Anpanman (Phần 1) (25 Tập),4304,8702,49530,1804:57:25,00:02:24,526311,79474,41398
100054732,2017-02-07,Khám Phá Đồ Chơi Anpanman (Phần 1) (25 Tập),3820,7450,43902,1601:37:34,00:02:24,570213,86924,45218
100054732,2017-02-08,Khám Phá Đồ Chơi Anpanman (Phần 1) (25 Tập),3673,7178,43855,1607:49:33,00:02:24,614068,94102,48891
100054732,2017-02-11,Khám Phá Đồ Chơi Anpanman (Phần 1) (25 Tập),4195,6792,47058,1706:51:08,00:02:24,661126,100894,53086
100054749,2017-02-09,Khám Phá Đồ Chơi Anpanman (Phần 2) (25 Tập),5635,9400,76261,2853:58:24,00:02:24,76261,9400,5635
100054749,2017-02-10,Khám Phá Đồ Chơi Anpanman (Phần 2) (25 Tập),6252,11181,82449,3105:18:30,00:02:24,158710,20581,11887
100054749,2017-02-11,Khám Phá Đồ Chơi Anpanman (Phần 2) (25 Tập),8412,15781,103447,3885:01:59,00:02:24,262157,36362,20299
100054749,2017-02-12,Khám Phá Đồ Chơi Anpanman (Phần 2) (25 Tập),6990,13422,85953,3217:32:03,00:02:24,348110,49784,27289
100054749,2017-02-13,Khám Phá Đồ Chơi Anpanman (Phần 2) (25 Tập),4756,8284,58128,2182:34:52,00:02:24,406238,58068,32045
100056245,2017-02-15,Những Nàng Tiên Winx Xinh Đẹp (Phần 7) (26 Tập),3966,8408,12224,3684:09:46,00:18:00,12224,8408,3966
100056245,2017-02-16,Những Nàng Tiên Winx Xinh Đẹp (Phần 7) (26 Tập),5190,10593,19289,6152:57:22,00:19:12,31513,19001,9156
100056245,2017-02-17,Những Nàng Tiên Winx Xinh Đẹp (Phần 7) (26 Tập),5307,10986,20904,6726:14:54,00:19:12,52417,29987,14463
100056245,2017-02-18,Những Nàng Tiên Winx Xinh Đẹp (Phần 7) (26 Tập),8320,17306,34523,11132:00:18,00:19:12,86940,47293,22783
100056245,2017-02-19,Những Nàng Tiên Winx Xinh Đẹp (Phần 7) (26 Tập),6421,13510,25686,8229:14:06,00:19:12,112626,60803,29204
100056311,2017-01-25,Đội Cứu Trợ Cún Con (Phần 1) (26 Tập),19227,28252,69209,21544:17:47,00:18:36,69209,28252,19227
100056311,2017-01-26,Đội Cứu Trợ Cún Con (Phần 1) (26 Tập),19204,25557,80133,25879:58:22,00:19:12,149342,53809,38431
100056311,2017-01-27,Đội Cứu Trợ Cún Con (Phần 1) (26 Tập),18841,25178,78362,24579:28:50,00:18:36,227704,78987,57272
100056311,2017-01-28,Đội Cứu Trợ Cún Con (Phần 1) (26 Tập),10426,13091,39032,12471:10:42,00:19:12,266736,92078,67698
100056311,2017-01-29,Đội Cứu Trợ Cún Con (Phần 1) (26 Tập),9578,12435,38881,12208:08:11,00:18:36,305617,104513,77276
100056311,2017-01-30,Đội Cứu Trợ Cún Con (Phần 1) (26 Tập),9237,11982,37539,11996:06:13,00:19:12,343156,116495,86513
